Tittle,Description,availability,Brand,cat1,cat2,cat3,cat4, price,Image,url
Masculan Condom Power 10 Pieces,"Masculan condoms give you comfort, pleasure and safety during the marital relationship.The condom is made of gentle and skin-friendly materials, and it is designed to give a skin-like feel and...",in stock,masculan,marital care,condoms,,,18,Masculan Condom Power 10 Pieces.png,https://draljamal.com/vzryjB
,,,,,,,,,,
"Masculan Lubricant Gel Water Based, Paraben Free - 50 ml","Paraben-free, water-based lubricant",in stock,masculan,marital care,lubricants,,,15.19,"Masculan Lubricant Gel Water Based, Paraben Free - 50 ml.png",https://draljamal.com/RYQyax
,,,,,,,,,,
Masculan Condom Ribbed And Grainy 10 Pieces,"Musculan Lovely Luminous Condoms 10 Pieces Condoms are designed with luxury and more luxury – Luxurious look, high quality and the latest design specially made for you to give off a more luxurious and lustrous look.",in stock,masculan,marital care,condoms,,,13.23,Masculan Condom Ribbed And Grainy 10 Pieces.png,https://draljamal.com/ozPRqY
,,,,,,,,,,
Masculan Condom Fruity Set 10 Pieces,Tutti Frutti / Strawberry / Apple Green Clear natural rubber latex condoms are specially designed to be easier to put on and more comfortable to wear Condom with lubricant,in stock,masculan,marital care,condoms,,,14.2,Masculan Condom Fruity Set 10 Pieces.png,https://draljamal.com/AdXAxQ
,,,,,,,,,,
Masculan Condom Extra Comfort 10 Pieces,"Condoms are designed with more luxury and more luxury – Luxurious look, high quality and the latest design made especially for you to give you a more luxurious and lustrous look. – Masculan Gold These condoms provide the...",in stock,masculan,marital care,condoms,,,13.56,Masculan Condom Extra Comfort 10 Pieces.png,https://draljamal.com/lPnRZG
,,,,,,,,,,
Masculan Double Condom 10 Pieces,"Masculan Condoms Double 10 PiecesLuxury look, high quality and the latest design specially made for you to give you a more luxurious and lustrous look. – Masculan Sensitive These sensitive condoms provide...",in stock,masculan,marital care,condoms,,,15.13,Masculan Double Condom 10 Pieces.png,https://draljamal.com/WVqKVA
,,,,,,,,,,
Masculan Long Blusher Condom Pleasure Longer & More 10 pcs,Masculan Long Blusher Condom Pleasure Longer & More 10 pcsThe Feel of Play is a light and silky lube designed to give you an intense sensual experience Made of natural rubber Contains a blend of...,in stock,masculan,marital care,condoms,,,17.64,Masculan Long Blusher Condom Pleasure Longer & More 10 pcs.png,https://draljamal.com/VVvGob
,,,,,,,,,,
Masculan Granular Condom Large Box 10 Pieces,"Masculan Granular Condom Large box of 10 tabletsLuxury appearance, high quality and the latest design specially made for you to give a more luxurious and shiny look. – Sensitive Masculan These condoms provide...",in stock,masculan,marital care,condoms,,,13,Masculan Granular Condom Large Box 10 Pieces.png,https://draljamal.com/oBeOyE
,,,,,,,,,,
Mavala Scientific Key Plus Nail Hardener - 5 ml,Mavala Scientifique K+ Nagelhärter 5 ml. Nail Hardener.Product Benefits/- Strengthen the tips of brittle nails and make them...,out of stock,MAVALA,women care,beauty products,,,41.5,Mavala Scientific Key Plus Nail Hardener - 5 ml.png,https://draljamal.com/AdXXgG
,,,,,,,,,,
"Mavala Eye Light Makeup Remover Pads, 75 Pieces","Gently, quickly and effectively removes make-up Fragrance-free, does not burn the eyes Method of use: Glide the pad lightly on the eyelids and eyelashesBrand: MavalaType:...",out of stock,MAVALA,eye makeup,eye care,,,36.5,"Mavala Eye Light Makeup Remover Pads, 75 Pieces.png",https://draljamal.com/ozPRwp
,,,,,,,,,,
Mavala Plus Eye Contour Gel 15 ml,"The eye contour is the most fragile part of the face and to avoid irritation it must be protected and moisturized.Light, refreshing and soothing thanks to cornflower water.Its formula (with a glucidic complex as a magnet...",in stock,MAVALA,skin care,face care,,,63.98,Mavala Plus Eye Contour Gel 15 ml.png,https://draljamal.com/AdXxZe
,,,,,,,,,,
Mavala Double Lash Volume Mascara - 10 ml,Mavala Double Lash Volume Mascara - 10 mlProduct benefits/- Protects and strengthens eyelashes- Helps increase the length and density of eyelashes naturallyBasic ingredients/- Natural extract...,in stock,MAVALA,eye makeup,mascara,,,46.45,Mavala Double Lash Volume Mascara - 10 ml.png,https://draljamal.com/ozPPwX
,,,,,,,,,,
Mavala Nail Biting Serum 10ml,"A harmless, bitter-tasting product with the appearance of a transparent coating that helps stop the habit of biting nails or putting fingers in the mouth. For use with or without nail polish. Recommended for children but not less...",in stock,MAVALA,women care,beauty products,,,44.29,Mavala Nail Biting Serum 10ml.png,https://draljamal.com/XnrRKR
,,,,,,,,,,
Mavala Cuticle Smoothing Cream 15ml Cuticle,"Cuticles tend to harden and crack when they are not taken care of daily. Moreover, damaged cuticles give a neglected appearance to nails, and beautiful hands...",in stock,MAVALA,women care,beauty products,,,39.99,Mavala Cuticle Smoothing Cream 15ml Cuticle.png,https://draljamal.com/vzrovG
,,,,,,,,,,
Mavala Scientific Nail Hardener 5 ml,"The tip of the nail is the most brittle and least protected part that breaks easily. And it needs to be hardened frequently, Mavala is the first sign that produced a fast nail hardener that nourishes nails and strengthens...",in stock,MAVALA,women care,beauty products,,,43,Mavala Scientific Nail Hardener 5 ml.png,https://draljamal.com/EOqyGD
,,,,,,,,,,
Mavala Dryer Nail Polish 150 ml,"DescriptionMavadry Mavala Nail Polish Dryer 150ml Dry nail polish in a few seconds, for a perfect and long-lasting manicure.Easy and quick to apply, just wait 1 minute...",in stock,MAVALA,nails,Nail polish,,,42.61,Mavala Dryer Nail Polish 150 ml.png,https://draljamal.com/jbGmDd
,,,,,,,,,,
Mavala Mavaderma Nourishing Nail Oil - 10ml,Mavaderma Nourishing Nail Oil from Mavala: Nourishing nail oil that lengthens nails and maintains healthy roots.Mavaderma improves blood flow to the fingertips to further nourish the roots...,in stock,MAVALA,women care,beauty products,,,60.86,Mavala Mavaderma Nourishing Nail Oil - 10ml.png,https://draljamal.com/dyDxXw
,,,,,,,,,,
Mavala Mavadry Dryer Nail Polish 10ml,Description:Mavadry nail polish dries in seconds (dries to the touch) A time-saving manicure that enhances color and gives a protective shine that prevents nail polish from cracking. How to use:&nb...,in stock,MAVALA,nails,Nail polish,,,45.2,Mavala Mavadry Dryer Nail Polish 10ml.png,https://draljamal.com/ArEOVG
,,,,,,,,,,
Mavala Fortificant Protica Strong Base 10ml,"Mava Fortifying Protica Strong Base 10ml Nails are exposed to frequent external factors of drying (water, detergents, surfactants, non-abrasive nail polish removers...",in stock,MAVALA,women care,beauty products,,,54.13,Mavala Fortificant Protica Strong Base 10ml.png,https://draljamal.com/VEByBE
,,,,,,,,,,
Mavala Emollient Oil 10 ml,Damaged cuticles give nails a neglected look. Mavala Cuticle Oil keeps the cuticles supple and softens the cuticle around the nail allowing it to be gently massaged. If we don't take care of our skin...,in stock,MAVALA,women care,beauty products,,,50.03,Mavala Emollient Oil 10 ml.png,https://draljamal.com/edVeRy
,,,,,,,,,,
Mavala Nail Protector 2 x 10 ml,The nail plate consists of three layers. It is normal for the visible outer layer to be particularly sensitive to external elements and can be easily damaged by too much sun and harsh weather...,in stock,MAVALA,women care,beauty products,,,64.8,Mavala Nail Protector 2 x 10 ml.png,https://draljamal.com/aBRDEV
,,,,,,,,,,
Nailactan cream for damaged nails 15ml_from Mavala,"Nylactan Cream nourishes for cracked and brittle nails, as it is normal for the outer layer of the nails to be visible and sensitive to external elements and can dry out due to the sun or...",in stock,MAVALA,women care,beauty products,,,70.54,Nailactan cream for damaged nails 15ml_from Mavala.png,https://draljamal.com/VEByGK
,,,,,,,,,,
Mavala Creamy Black Mascara For Women - 10 ml,"Eyelashes perform the function of protecting the eye and its mucous membrane, but are mostly an aesthetic attraction and the main origin of one's expression! A unique formula that advances in innovation and is...",in stock,MAVALA,eye makeup,mascara,,,44.55,Mavala Creamy Black Mascara For Women - 10 ml.png,https://draljamal.com/WxDgnq
,,,,,,,,,,
Mavala Lashes Nourishing Waterproof Mascara,"Mavala Nourishing Waterproof Lash Mascara: The smoothing and nourishing waterproof mascara formula that gives a beautiful color, helps extend the life of the eyelashes and protects them...",out of stock,MAVALA,eye makeup,mascara,,,44.55,Mavala Lashes Nourishing Waterproof Mascara.png,https://draljamal.com/nDKQYN
,,,,,,,,,,
Mavala Collagen Daily Care Hand Cream 50 ml,"Mavala Collagen Daily Care Hand CreamMavala hand cream is specially formulated for dry, damaged and sensitive skin hands. The formula works...",in stock,MAVALA,personal care,Hand and feet care,,,51,Mavala Collagen Daily Care Hand Cream 50 ml.png,https://draljamal.com/DmGBQW
,,,,,,,,,,
Mavala Scientific Key Plus Nail Hardener 5ml,"Mavala Scientific Key Plus Nail Hardener 5ml: Enjoy healthy and strong nails thanks to Mavala's Nail Hardener, which is rich in keratin that promotes nail growth. where he works...",in stock,MAVALA,women care,beauty products,,,39.13,Mavala Scientific Key Plus Nail Hardener 5ml.png,https://draljamal.com/Kojyxq
,,,,,,,,,,
Thinner Mavala Nail Dryer 10ml,Mavala Thinner Nail Dryer 10ml Use a few drops of Mavala Thinner to restore thick nails to their correct texture and facilitate application in thinner coats. Two layers last...,in stock,MAVALA,women care,beauty products,,,41,Thinner Mavala Nail Dryer 10ml.png,https://draljamal.com/OGqaBz
,,,,,,,,,,
Black Colossal Kajal Eyeliner Pencil,"A water-resistant formula enriched with the benefits of aloe vera that stays put for up to 24 hours without smudging Equipped with ink-pigment technology that delivers stunning, defined lines Plus intense colour...",in stock,MAYBLLINE NEW YORK,Make-up,eye makeup,,,35,Black Colossal Kajal Eyeliner Pencil.png,https://draljamal.com/pzWndq
,,,,,,,,,,
Maybelline New York Instant Age Rewind Concealer,"Main Features: Applying a piece, extending the makeup and fixing it, it works on applying the shadow that helps in distributing to get dark circles, and the lightening shadows add a bright, glossy touch...",in stock,MAYBLLINE NEW YORK,face makeup,Corrector and concealer,,,35,Maybelline New York Instant Age Rewind Concealer.png,https://draljamal.com/jqnoGq
,,,,,,,,,,
"Maybelline New York Instant Age Rewind Concealer - 6 ml, Color No. 120","Key Features: The make-up applicator, extender and repair piece applies the shadow that helps in distributing to obtain dark circles, and the lighter shadows add a bright,...",in stock,MAYBLLINE NEW YORK,face makeup,Corrector and concealer,,,29.99,"Maybelline New York Instant Age Rewind Concealer - 6 ml, Color No. 120.png",https://draljamal.com/yBoAWp
,,,,,,,,,,
Maybelline New York Colossal Extra Black Permanent Cream Eyeliner - Black,Maybelline New York Colossal Extra Black Permanent Cream Eyeliner - Black is a cream eyeliner with an easy charcoal black finish that blends and distributes with high stability that gives you attractive eyes = eyeliner that lasts up to 12 hours...,in stock,MAYBLLINE NEW YORK,Make-up,eye makeup,,,35,Maybelline New York Colossal Extra Black Permanent Cream Eyeliner - Black.png,https://draljamal.com/yBoNGP
,,,,,,,,,,
"Maybelline New York Instant Age Rewind Concealer - 6 ml, Color No. 140 Hazel","Key Features A piece for applying, extending and repairing make-up, applying the shadow that helps in distributing to obtain dark circles, and the lighter shadows adding a radiant touch to the look...",in stock,MAYBLLINE NEW YORK,face makeup,Corrector and concealer,,,29.99,"Maybelline New York Instant Age Rewind Concealer - 6 ml, Color No. 140 Hazel.png",https://draljamal.com/EOqbBY
,,,,,,,,,,
"Maybelline New York Instant Age Rewind Concealer - 6 ml, Color No. 110 Fair Clair","Key Features: The make-up applicator, extender and repair piece applies the shadow that helps in distributing to obtain dark circles, and the lighter shadows add a bright,...",in stock,MAYBLLINE NEW YORK,face makeup,Corrector and concealer,,,29.99,"Maybelline New York Instant Age Rewind Concealer - 6 ml, Color No. 110 Fair Clair.png",https://draljamal.com/monWRo
,,,,,,,,,,
Mbeauty Intensive 20 Minute Foot Peeling Magic Socks 18g,Mbeauty 18 Intense 20 Minutes Exfoliating Magic Socks is specially designed for fast and effective treatment to eliminate dry and cracked feet. The socks are worn for 15 minutes or more.,in stock,Mbeauty,women care,beauty products,,,5.21,Mbeauty Intensive 20 Minute Foot Peeling Magic Socks 18g.png,https://draljamal.com/AYVZOG
,,,,,,,,,,
Mbeauty Intensive Treatment Hand Gloves 18g,"Mbeauty Intensive Treatment Hand Gloves 18G delivers deep hydration to create a barrier to prevent skin moisture loss Makes your skin look soft, supple, radiant and supple A product that can be used...",in stock,Mbeauty,women care,beauty products,,,5,Mbeauty Intensive Treatment Hand Gloves 18g.png,https://draljamal.com/obKpjZ
,,,,,,,,,,
Medi Hill Soda Bubble Face Mask - 18 ml,"The bubbles that are produced on the surface of the skin provide a self-massage.It removes dirt from the pores and thus reduces their appearance.Clean the face thoroughly.With extracts of papaya, apple and bean...",out of stock,MEDIHEAL,women care,beauty products,,,8.4,Medi Hill Soda Bubble Face Mask - 18 ml.png,https://draljamal.com/KNyygg
,,,,,,,,,,
Medi-Heal Paraffin Mask For Hands - 25ml,"Compared with faces, hands are exposed to air and ultraviolet rays every day and cause long-term accumulation of melanin.Moreover, palm sweating makes nails brittle...",in stock,MEDIHEAL,women care,beauty products,,,8.5,Medi-Heal Paraffin Mask For Hands - 25ml.png,https://draljamal.com/NNrrQG
,,,,,,,,,,
Medi-Heal W.h.p Charcoal Clasifying Mask 25 Ml,"The whitening and moisturizing power sheet mask contains ingredients with excellent whitening properties; Niacinamide, horticultural outerpe and fruit extracts, as well as active ingredients...",in stock,MEDIHEAL,skin care,face care,,,8.4,Medi-Heal W.h.p Charcoal Clasifying Mask 25 Ml.png,https://draljamal.com/nGWWqw
,,,,,,,,,,
Medi-Heal Tea Tree Essential Face Mask 25ml,This mask helps to control the oily secretions of the skin as well as soothe dry and irritated skin. It gives intensive care and removes blackheads and dirt accumulated on the skin.,in stock,MEDIHEAL,skin care,cleaning the skin,,,8.4,Medi-Heal Tea Tree Essential Face Mask 25ml.png,https://draljamal.com/ozPPxV
,,,,,,,,,,
Medi-Heal Foot Mask With Paraffin For Feet 25 ml,Description: A luxurious home remedy like in the health club Moisturizes & softens Shea - Moisturizing properties that help rejuvenate the skin Avocado - Nourishing properties that help smooth skin Sunflower...,in stock,MEDIHEAL,skin care,I mask the skin,,,8.4,Medi-Heal Foot Mask With Paraffin For Feet 25 ml.png,https://draljamal.com/YGwwWE
,,,,,,,,,,
Medi-Heal N.m.f Aquaring Ampoule Face Mask,"This silky mask Mediheal Nmf Aquaring Mask Ampoule is infused with Hyaluronic Acid, Ceramides, and other super hydrating champions.This mask deeply hydrates the skin...",in stock,MEDIHEAL,skin care,face care,,,8.4,Medi-Heal N.m.f Aquaring Ampoule Face Mask.png,https://draljamal.com/BvAAvr
,,,,,,,,,,
Morocco Oil Black Moroccan Bath Soap With Olive Oil 250ml,Moroccan Oil Black Bath Soap with Olive Oil from Morocco Oil Moroccan soap with olive oil is made from purely natural ingredients. Helps get rid of dead skin layers and softens the skin...,in stock,Moroccan Oil,skin care,peelers,,,11.2,Morocco Oil Black Moroccan Bath Soap With Olive Oil 250ml.png,https://draljamal.com/QawGOr
,,,,,,,,,,
Moroccan bath soap with desert indigo extract 250 ml from Morocco Oil,"Moroccan Bath Soap with Indigo Sahara Extract from Morocco Oil gently removes the effects of toxins and layers of dead cells from the surface of the skin, enriched with olive oil for a smooth complexion...",in stock,Moroccan Oil,Bath products,Hygiene and sterilization soap,,,11.2,Moroccan bath soap with desert indigo extract 250 ml from Morocco Oil.png,https://draljamal.com/AGvAmG
